"No.","Time","Source","Destination","Protocol","Length","ID","Info"
"425","01:50:25.409633005","13.225.222.3","10.0.0.214","TCP","1494","","443  >  39978 [PSH, ACK] Seq=1429 Ack=518 Win=2560 Len=1428 TSval=2495238149 TSecr=2433020364 [TCP segment of a reassembled PDU]"
"426","01:50:25.409642005","10.0.0.214","13.225.222.3","TCP","66","","39978  >  443 [ACK] Seq=518 Ack=2857 Win=63104 Len=0 TSval=2433020389 TSecr=2495238149"
"427","01:50:25.409747533","34.213.247.147","10.0.0.214","TCP","74","","443  >  44462 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1460 SACK_PERM=1 TSval=1699956356 TSecr=499789281 WS=256"
"428","01:50:25.409768874","10.0.0.214","34.213.247.147","TCP","66","","44462  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=499789360 TSecr=1699956356"
"429","01:50:25.410637777","13.225.222.3","10.0.0.214","TLSv1.3","1157","","Application Data, Application Data, Application Data"
"430","01:50:25.410644842","10.0.0.214","13.225.222.3","TCP","66","","39978  >  443 [ACK] Seq=518 Ack=3948 Win=63104 Len=0 TSval=2433020390 TSecr=2495238151"
"431","01:50:25.411116862","10.0.0.214","34.213.247.147","TLSv1.2","583","","Client Hello"
"432","01:50:25.412049981","10.0.0.214","13.225.222.3","TLSv1.3","130","","Change Cipher Spec, Application Data"
"433","01:50:25.412110283","10.0.0.214","13.225.222.3","TLSv1.3","490","","Application Data"
"434","01:50:25.430651043","44.238.96.150","10.0.0.214","TCP","66","","443  >  59424 [ACK] Seq=1 Ack=518 Win=28160 Len=0 TSval=3096775550 TSecr=3886908113"
"435","01:50:25.432917430","44.238.96.150","10.0.0.214","TLSv1.2","1514","","Server Hello"
"436","01:50:25.432974551","10.0.0.214","44.238.96.150","TCP","66","","59424  >  443 [ACK] Seq=518 Ack=1449 Win=63104 Len=0 TSval=3886908203 TSecr=3096775551"
"437","01:50:25.433049340","44.238.96.150","10.0.0.214","TCP","1514","","443  >  59424 [ACK] Seq=1449 Ack=518 Win=28160 Len=1448 TSval=3096775551 TSecr=3886908113 [TCP segment of a reassembled PDU]"
"438","01:50:25.433054685","10.0.0.214","44.238.96.150","TCP","66","","59424  >  443 [ACK] Seq=518 Ack=2897 Win=63104 Len=0 TSval=3886908203 TSecr=3096775551"
"439","01:50:25.433695190","44.238.96.150","10.0.0.214","TLSv1.2","563","","Certificate, Server Key Exchange, Server Hello Done"
"440","01:50:25.433712038","10.0.0.214","44.238.96.150","TCP","66","","59424  >  443 [ACK] Seq=518 Ack=3394 Win=63104 Len=0 TSval=3886908204 TSecr=3096775551"
"441","01:50:25.435885674","10.0.0.214","44.238.96.150","TLSv1.2","192","","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"442","01:50:25.437293990","13.225.222.3","10.0.0.214","TCP","66","","443  >  39978 [ACK] Seq=3948 Ack=1006 Win=3584 Len=0 TSval=2495238178 TSecr=2433020391"
"443","01:50:25.448524828","13.225.222.3","10.0.0.214","TLSv1.3","671","","Application Data"
"444","01:50:25.448549207","10.0.0.214","13.225.222.3","TCP","66","","39978  >  443 [ACK] Seq=1006 Ack=4553 Win=63616 Len=0 TSval=2433020428 TSecr=2495238189"
"445","01:50:25.455500325","10.0.0.214","72.21.91.29","OCSP","445","","Request"
"446","01:50:25.460170346","10.0.0.214","13.225.222.3","TLSv1.3","383","","Application Data"
"447","01:50:25.474103386","72.21.91.29","10.0.0.214","OCSP","864","","Response"
"448","01:50:25.474148015","10.0.0.214","72.21.91.29","TCP","66","","36132  >  80 [ACK] Seq=759 Ack=1597 Win=63360 Len=0 TSval=137037138 TSecr=4093678469"
"449","01:50:25.475229766","10.0.0.214","44.238.96.150","TLSv1.2","617","","Application Data"
"450","01:50:25.483101802","35.161.2.135","10.0.0.214","TCP","66","","443  >  60746 [ACK] Seq=1 Ack=518 Win=28160 Len=0 TSval=362306189 TSecr=3557904188"
"451","01:50:25.483136434","13.225.222.3","10.0.0.214","TCP","66","","443  >  39978 [ACK] Seq=4553 Ack=1323 Win=5120 Len=0 TSval=2495238223 TSecr=2433020440"
"452","01:50:25.483159017","13.225.222.3","10.0.0.214","TCP","1494","","443  >  39978 [ACK] Seq=4553 Ack=1323 Win=5120 Len=1428 TSval=2495238223 TSecr=2433020440 [TCP segment of a reassembled PDU]"
"453","01:50:25.483174923","10.0.0.214","13.225.222.3","TCP","66","","39978  >  443 [ACK] Seq=1323 Ack=5981 Win=63104 Len=0 TSval=2433020463 TSecr=2495238223"
"454","01:50:25.486493193","13.225.222.3","10.0.0.214","TCP","1494","","443  >  39978 [PSH, ACK] Seq=5981 Ack=1323 Win=5120 Len=1428 TSval=2495238223 TSecr=2433020440 [TCP segment of a reassembled PDU]"
"455","01:50:25.486545080","10.0.0.214","13.225.222.3","TCP","66","","39978  >  443 [ACK] Seq=1323 Ack=7409 Win=63104 Len=0 TSval=2433020466 TSecr=2495238223"
"456","01:50:25.486493231","13.225.222.3","10.0.0.214","TCP","2922","","443  >  39978 [PSH, ACK] Seq=7409 Ack=1323 Win=5120 Len=2856 TSval=2495238223 TSecr=2433020440 [TCP segment of a reassembled PDU]"
"457","01:50:25.486575035","10.0.0.214","13.225.222.3","TCP","66","","39978  >  443 [ACK] Seq=1323 Ack=10265 Win=60288 Len=0 TSval=2433020466 TSecr=2495238223"
"458","01:50:25.487234017","13.225.222.3","10.0.0.214","TCP","1494","","443  >  39978 [ACK] Seq=10265 Ack=1323 Win=5120 Len=1428 TSval=2495238224 TSecr=2433020440 [TCP segment of a reassembled PDU]"
"459","01:50:25.487247647","10.0.0.214","13.225.222.3","TCP","66","","39978  >  443 [ACK] Seq=1323 Ack=11693 Win=63104 Len=0 TSval=2433020467 TSecr=2495238224"
"460","01:50:25.487803607","13.225.222.3","10.0.0.214","TLSv1.3","1057","","Application Data"
"461","01:50:25.487811592","10.0.0.214","13.225.222.3","TCP","66","","39978  >  443 [ACK] Seq=1323 Ack=12684 Win=63104 Len=0 TSval=2433020467 TSecr=2495238224"
"462","01:50:25.488436772","35.161.2.135","10.0.0.214","TLSv1.2","1514","","Server Hello"
"463","01:50:25.488464625","10.0.0.214","35.161.2.135","TCP","66","","60746  >  443 [ACK] Seq=518 Ack=1449 Win=63104 Len=0 TSval=3557904276 TSecr=362306190"
"464","01:50:25.489044817","35.161.2.135","10.0.0.214","TCP","1514","","443  >  60746 [ACK] Seq=1449 Ack=518 Win=28160 Len=1448 TSval=362306190 TSecr=3557904188 [TCP segment of a reassembled PDU]"
"465","01:50:25.489050105","10.0.0.214","35.161.2.135","TCP","66","","60746  >  443 [ACK] Seq=518 Ack=2897 Win=63104 Len=0 TSval=3557904276 TSecr=362306190"
"466","01:50:25.490113421","35.161.2.135","10.0.0.214","TLSv1.2","724","","Certificate, Server Key Exchange, Server Hello Done"
"467","01:50:25.490120438","10.0.0.214","35.161.2.135","TCP","66","","60746  >  443 [ACK] Seq=518 Ack=3555 Win=63104 Len=0 TSval=3557904278 TSecr=362306190"
"468","01:50:25.492136419","35.244.247.133","10.0.0.214","TLSv1.2","241","","Application Data"
"469","01:50:25.492156217","10.0.0.214","35.244.247.133","TCP","66","","43274  >  443 [ACK] Seq=1135 Ack=3926 Win=64000 Len=0 TSval=1592025942 TSecr=1934957609"
"470","01:50:25.493016416","10.0.0.214","35.161.2.135","TLSv1.2","192","","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"471","01:50:25.493154281","10.0.0.214","35.244.247.133","TLSv1.2","112","","Application Data"
"472","01:50:25.493845490","10.0.0.214","72.21.91.29","OCSP","445","","Request"
"473","01:50:25.494515391","34.213.247.147","10.0.0.214","TCP","66","","443  >  44462 [ACK] Seq=1 Ack=518 Win=28160 Len=0 TSval=1699956440 TSecr=499789362"
"474","01:50:25.496641471","34.213.247.147","10.0.0.214","TLSv1.2","3620","","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"475","01:50:25.496658618","10.0.0.214","34.213.247.147","TCP","66","","44462  >  443 [ACK] Seq=518 Ack=3555 Win=60800 Len=0 TSval=499789447 TSecr=1699956442"
"476","01:50:25.499531759","10.0.0.214","34.213.247.147","TLSv1.2","192","","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"477","01:50:25.499663128","10.0.0.214","35.244.247.133","TLSv1.2","197","","Application Data"
"478","01:50:25.499677237","10.0.0.214","35.244.247.133","TLSv1.2","428","","Application Data"
"479","01:50:25.501113300","10.0.0.214","72.21.91.29","TCP","74","","36140  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=137037164 TSecr=0 WS=128"
"480","01:50:25.517029169","35.244.247.133","10.0.0.214","TCP","66","","443  >  43274 [ACK] Seq=3926 Ack=1181 Win=69888 Len=0 TSval=1934957634 TSecr=1592025943"
"481","01:50:25.517408114","72.21.91.29","10.0.0.214","TCP","74","","80  >  36140 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=2625199780 TSecr=137037164 WS=512"
"482","01:50:25.517441041","10.0.0.214","72.21.91.29","TCP","66","","36140  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=137037181 TSecr=2625199780"
"483","01:50:25.517567181","10.0.0.214","72.21.91.29","OCSP","445","","Request"
"484","01:50:25.518297785","72.21.91.29","10.0.0.214","OCSP","864","","Response"
"485","01:50:25.518309391","10.0.0.214","72.21.91.29","TCP","66","","36132  >  80 [ACK] Seq=1138 Ack=2395 Win=63360 Len=0 TSval=137037182 TSecr=4093678513"
"486","01:50:25.518409176","35.244.247.133","10.0.0.214","TCP","66","","443  >  43274 [ACK] Seq=3926 Ack=1312 Win=70912 Len=0 TSval=1934957634 TSecr=1592025949"
"487","01:50:25.518998987","35.244.247.133","10.0.0.214","TCP","66","","443  >  43274 [ACK] Seq=3926 Ack=1674 Win=72192 Len=0 TSval=1934957634 TSecr=1592025949"
"488","01:50:25.519815351","10.0.0.214","35.161.2.135","TLSv1.2","634","","Application Data"
"489","01:50:25.525362682","44.238.96.150","10.0.0.214","TLSv1.2","117","","Change Cipher Spec, Encrypted Handshake Message"
"490","01:50:25.525394532","10.0.0.214","44.238.96.150","TCP","66","","59424  >  443 [ACK] Seq=1195 Ack=3445 Win=64128 Len=0 TSval=3886908296 TSecr=3096775645"
"491","01:50:25.539515538","72.21.91.29","10.0.0.214","TCP","66","","80  >  36140 [ACK] Seq=1 Ack=380 Win=67072 Len=0 TSval=2625199802 TSecr=137037181"
"492","01:50:25.540093138","72.21.91.29","10.0.0.214","OCSP","865","","Response"
"493","01:50:25.540110748","10.0.0.214","72.21.91.29","TCP","66","","36140  >  80 [ACK] Seq=380 Ack=800 Win=63488 Len=0 TSval=137037203 TSecr=2625199802"
"494","01:50:25.561680816","44.238.96.150","10.0.0.214","TLSv1.2","224","","Application Data"
"495","01:50:25.561718838","10.0.0.214","44.238.96.150","TCP","66","","59424  >  443 [ACK] Seq=1195 Ack=3603 Win=64000 Len=0 TSval=3886908332 TSecr=3096775681"
"496","01:50:25.573134262","35.161.2.135","10.0.0.214","TLSv1.2","117","","Change Cipher Spec, Encrypted Handshake Message"
"497","01:50:25.573179522","10.0.0.214","35.161.2.135","TCP","66","","60746  >  443 [ACK] Seq=1212 Ack=3606 Win=64128 Len=0 TSval=3557904361 TSecr=362306279"
"498","01:50:25.574991984","10.0.0.214","34.213.247.147","TLSv1.2","1351","","Application Data"
"499","01:50:25.582802686","34.213.247.147","10.0.0.214","TLSv1.2","117","","Change Cipher Spec, Encrypted Handshake Message"
"500","01:50:25.582842287","10.0.0.214","34.213.247.147","TCP","66","","44462  >  443 [ACK] Seq=1929 Ack=3606 Win=64128 Len=0 TSval=499789533 TSecr=1699956528"
"501","01:50:25.596949871","10.0.0.214","44.238.96.150","TLSv1.2","256","","Application Data"
"502","01:50:25.598787666","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","134","","Application Data"
"503","01:50:25.598811169","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","162","","Application Data"
"504","01:50:25.599116921","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","218","","Application Data, Application Data"
"505","01:50:25.607438337","35.244.247.133","10.0.0.214","TLSv1.2","154","","Application Data"
"506","01:50:25.607464773","10.0.0.214","35.244.247.133","TCP","66","","43274  >  443 [ACK] Seq=1674 Ack=4014 Win=64128 Len=0 TSval=1592026057 TSecr=1934957724"
"507","01:50:25.607692821","10.0.0.214","35.244.247.133","TLSv1.2","112","","Application Data"
"508","01:50:25.613632528","35.161.2.135","10.0.0.214","TLSv1.2","548","","Application Data"
"509","01:50:25.613663323","10.0.0.214","35.161.2.135","TCP","66","","60746  >  443 [ACK] Seq=1212 Ack=4088 Win=63744 Len=0 TSval=3557904401 TSecr=362306320"
"510","01:50:25.614638138","35.161.2.135","10.0.0.214","TCP","1514","","443  >  60746 [ACK] Seq=4088 Ack=1212 Win=29184 Len=1448 TSval=362306321 TSecr=3557904307 [TCP segment of a reassembled PDU]"
"511","01:50:25.614656841","10.0.0.214","35.161.2.135","TCP","66","","60746  >  443 [ACK] Seq=1212 Ack=5536 Win=63104 Len=0 TSval=3557904402 TSecr=362306321"
"512","01:50:25.614719073","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=10693 Ack=4702 Win=80896 Len=0"
"513","01:50:25.614859881","35.161.2.135","10.0.0.214","TCP","1514","","443  >  60746 [ACK] Seq=5536 Ack=1212 Win=29184 Len=1448 TSval=362306321 TSecr=3557904307 [TCP segment of a reassembled PDU]"
"514","01:50:25.614865999","10.0.0.214","35.161.2.135","TCP","66","","60746  >  443 [ACK] Seq=1212 Ack=6984 Win=63104 Len=0 TSval=3557904402 TSecr=362306321"
"515","01:50:25.615174810","35.161.2.135","10.0.0.214","TLSv1.2","336","","Application Data"
"516","01:50:25.615179714","10.0.0.214","35.161.2.135","TCP","66","","60746  >  443 [ACK] Seq=1212 Ack=7254 Win=63104 Len=0 TSval=3557904403 TSecr=362306321"
"517","01:50:25.619559550","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","281","","Application Data"
"518","01:50:25.619559579","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"519","01:50:25.619699009","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=4846 Ack=10931 Win=64128 Len=0"
"520","01:50:25.625396223","35.244.247.133","10.0.0.214","TCP","66","","443  >  43274 [ACK] Seq=4014 Ack=1720 Win=72192 Len=0 TSval=1934957743 TSecr=1592026057"
"521","01:50:25.632779307","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","282","","Application Data"
"522","01:50:25.632779342","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"523","01:50:25.632933118","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=4846 Ack=11170 Win=64128 Len=0"
"524","01:50:25.633121492","10.0.0.214","185.199.109.153","TCP","74","","42706  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1767555621 TSecr=0 WS=128"
"525","01:50:25.654744301","185.199.109.153","10.0.0.214","TCP","74","","443  >  42706 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1396 SACK_PERM=1 TSval=1343727559 TSecr=1767555621 WS=512"
"526","01:50:25.654775784","10.0.0.214","185.199.109.153","TCP","66","","42706  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1767555643 TSecr=1343727559"
"527","01:50:25.656126142","10.0.0.214","185.199.109.153","TLSv1.3","583","","Client Hello"
"528","01:50:25.675340964","34.213.247.147","10.0.0.214","TLSv1.2","647","","Application Data"
"529","01:50:25.675364474","10.0.0.214","34.213.247.147","TCP","66","","44462  >  443 [ACK] Seq=1929 Ack=4187 Win=63616 Len=0 TSval=499789626 TSecr=1699956620"
"530","01:50:25.678071347","185.199.109.153","10.0.0.214","TCP","66","","443  >  42706 [ACK] Seq=1 Ack=518 Win=67072 Len=0 TSval=1343727582 TSecr=1767555645"
"531","01:50:25.679539875","185.199.109.153","10.0.0.214","TLSv1.3","1450","","Server Hello, Change Cipher Spec, Application Data"
"532","01:50:25.679550299","10.0.0.214","185.199.109.153","TCP","66","","42706  >  443 [ACK] Seq=518 Ack=1385 Win=63104 Len=0 TSval=1767555668 TSecr=1343727583"
"533","01:50:25.680697742","185.199.109.153","10.0.0.214","TCP","1450","","443  >  42706 [ACK] Seq=1385 Ack=518 Win=67072 Len=1384 TSval=1343727583 TSecr=1767555645 [TCP segment of a reassembled PDU]"
"534","01:50:25.680704845","10.0.0.214","185.199.109.153","TCP","66","","42706  >  443 [ACK] Seq=518 Ack=2769 Win=63104 Len=0 TSval=1767555669 TSecr=1343727583"
"535","01:50:25.681849417","185.199.109.153","10.0.0.214","TLSv1.3","1450","","Application Data, Application Data, Application Data"
"536","01:50:25.681856731","10.0.0.214","185.199.109.153","TCP","66","","42706  >  443 [ACK] Seq=518 Ack=4153 Win=63104 Len=0 TSval=1767555670 TSecr=1343727583"
"537","01:50:25.682876225","185.199.109.153","10.0.0.214","TLSv1.3","199","","Application Data"
"538","01:50:25.682885649","10.0.0.214","185.199.109.153","TCP","66","","42706  >  443 [ACK] Seq=518 Ack=4286 Win=62976 Len=0 TSval=1767555671 TSecr=1343727583"
"539","01:50:25.683463101","10.0.0.214","185.199.109.153","TLSv1.3","130","","Change Cipher Spec, Application Data"
"540","01:50:25.683643220","10.0.0.214","185.199.109.153","TLSv1.3","236","","Application Data"
"541","01:50:25.683782012","10.0.0.214","185.199.109.153","TLSv1.3","272","","Application Data"
"542","01:50:25.692214521","44.238.96.150","10.0.0.214","TLSv1.2","210","","Application Data"
"543","01:50:25.692239222","10.0.0.214","44.238.96.150","TCP","66","","59424  >  443 [ACK] Seq=1385 Ack=3747 Win=64000 Len=0 TSval=3886908463 TSecr=3096775809"
"544","01:50:25.706765245","185.199.109.153","10.0.0.214","TCP","66","","443  >  42706 [ACK] Seq=4286 Ack=582 Win=67072 Len=0 TSval=1343727610 TSecr=1767555672"
"545","01:50:25.707862849","185.199.109.153","10.0.0.214","TLSv1.3","125","","Application Data"
"546","01:50:25.707882943","10.0.0.214","185.199.109.153","TCP","66","","42706  >  443 [ACK] Seq=958 Ack=4345 Win=64128 Len=0 TSval=1767555696 TSecr=1343727610"
"547","01:50:25.708022893","10.0.0.214","185.199.109.153","TLSv1.3","97","","Application Data"
"548","01:50:25.712623773","185.199.109.153","10.0.0.214","TLSv1.3","592","","Application Data"
"549","01:50:25.712634998","10.0.0.214","185.199.109.153","TCP","66","","42706  >  443 [ACK] Seq=989 Ack=4871 Win=63616 Len=0 TSval=1767555701 TSecr=1343727617"
"550","01:50:25.772133985","185.199.109.153","10.0.0.214","TCP","66","","443  >  42706 [ACK] Seq=4871 Ack=989 Win=69120 Len=0 TSval=1343727676 TSecr=1767555672"
"551","01:50:25.777938764","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","134","","Application Data"
"552","01:50:25.777959207","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","156","","Application Data"
"553","01:50:25.778262977","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","212","","Application Data, Application Data"
"554","01:50:25.793632825","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=11170 Ack=4988 Win=81920 Len=0"
"555","01:50:25.794524647","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","275","","Application Data"
"556","01:50:25.794524794","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"557","01:50:25.794656144","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=5126 Ack=11402 Win=64128 Len=0"
"558","01:50:25.801051207","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","279","","Application Data"
"559","01:50:25.801051260","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"560","01:50:25.801171546","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=5126 Ack=11638 Win=64128 Len=0"
"561","01:50:25.801428818","10.0.0.214","185.199.111.153","TCP","74","","36850  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4053431033 TSecr=0 WS=128"
"562","01:50:25.824073185","185.199.111.153","10.0.0.214","TCP","74","","443  >  36850 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1396 SACK_PERM=1 TSval=1450582156 TSecr=4053431033 WS=512"
"563","01:50:25.824121782","10.0.0.214","185.199.111.153","TCP","66","","36850  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4053431055 TSecr=1450582156"
"564","01:50:25.825552504","10.0.0.214","185.199.111.153","TLSv1.3","583","","Client Hello"
"565","01:50:25.847679774","185.199.111.153","10.0.0.214","TCP","66","","443  >  36850 [ACK] Seq=1 Ack=518 Win=67072 Len=0 TSval=1450582180 TSecr=4053431057"
"566","01:50:25.855913982","185.199.111.153","10.0.0.214","TLSv1.3","1450","","Server Hello, Change Cipher Spec, Application Data"
"567","01:50:25.855951892","10.0.0.214","185.199.111.153","TCP","66","","36850  >  443 [ACK] Seq=518 Ack=1385 Win=63104 Len=0 TSval=4053431087 TSecr=1450582189"
"568","01:50:25.856567604","185.199.111.153","10.0.0.214","TCP","1450","","443  >  36850 [ACK] Seq=1385 Ack=518 Win=67072 Len=1384 TSval=1450582189 TSecr=4053431057 [TCP segment of a reassembled PDU]"
"569","01:50:25.856580302","10.0.0.214","185.199.111.153","TCP","66","","36850  >  443 [ACK] Seq=518 Ack=2769 Win=63104 Len=0 TSval=4053431088 TSecr=1450582189"
"570","01:50:25.856683631","185.199.111.153","10.0.0.214","TCP","1450","","443  >  36850 [ACK] Seq=2769 Ack=518 Win=67072 Len=1384 TSval=1450582189 TSecr=4053431057 [TCP segment of a reassembled PDU]"
"571","01:50:25.856687114","10.0.0.214","185.199.111.153","TCP","66","","36850  >  443 [ACK] Seq=518 Ack=4153 Win=63104 Len=0 TSval=4053431088 TSecr=1450582189"
"572","01:50:25.857360220","185.199.111.153","10.0.0.214","TLSv1.3","1176","","Application Data, Application Data, Application Data, Application Data"
"573","01:50:25.857365569","10.0.0.214","185.199.111.153","TCP","66","","36850  >  443 [ACK] Seq=518 Ack=5263 Win=63104 Len=0 TSval=4053431089 TSecr=1450582189"
"574","01:50:25.858334096","10.0.0.214","185.199.111.153","TLSv1.3","130","","Change Cipher Spec, Application Data"
"575","01:50:25.858605683","10.0.0.214","185.199.111.153","TLSv1.3","236","","Application Data"
"576","01:50:25.858674555","10.0.0.214","185.199.111.153","TLSv1.3","267","","Application Data"
"577","01:50:25.878544750","185.199.111.153","10.0.0.214","TCP","66","","443  >  36850 [ACK] Seq=5263 Ack=582 Win=67072 Len=0 TSval=1450582212 TSecr=4053431090"
"578","01:50:25.897702955","185.199.111.153","10.0.0.214","TCP","66","","443  >  36850 [ACK] Seq=5263 Ack=953 Win=69120 Len=0 TSval=1450582230 TSecr=4053431090"
"579","01:50:25.898276712","185.199.111.153","10.0.0.214","TLSv1.3","125","","Application Data"
"580","01:50:25.898300815","10.0.0.214","185.199.111.153","TCP","66","","36850  >  443 [ACK] Seq=953 Ack=5322 Win=64128 Len=0 TSval=4053431130 TSecr=1450582230"
"581","01:50:25.898448461","10.0.0.214","185.199.111.153","TLSv1.3","97","","Application Data"
"582","01:50:25.900047864","185.199.111.153","10.0.0.214","TLSv1.3","1267","","Application Data"
"583","01:50:25.900055799","10.0.0.214","185.199.111.153","TCP","66","","36850  >  443 [ACK] Seq=984 Ack=6523 Win=63104 Len=0 TSval=4053431131 TSecr=1450582231"
"584","01:50:25.957775538","185.199.111.153","10.0.0.214","TCP","66","","443  >  36850 [ACK] Seq=6523 Ack=984 Win=69120 Len=0 TSval=1450582291 TSecr=4053431090"
"585","01:50:25.978296945","fe80::f2cd:7016:d1f2:6f85","ff02::16","ICMPv6","170","","Multicast Listener Report Message v2"
"586","01:50:27.021898497","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"587","01:50:27.021922568","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","156","","Application Data"
"588","01:50:27.023339113","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","212","","Application Data, Application Data"
"589","01:50:27.023617135","10.0.0.214","35.186.224.47","TLSv1.2","101","","Application Data"
"590","01:50:27.048870541","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=11638 Ack=5402 Win=83968 Len=0"
"591","01:50:27.049978701","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","250","","Application Data"
"592","01:50:27.050094979","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"593","01:50:27.050095009","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","239","","Application Data"
"594","01:50:27.050095027","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"595","01:50:27.050253997","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=5402 Ack=12041 Win=64128 Len=0"
"596","01:50:27.050541424","2601:143:c701:ae60:6758:2126:81b1:b731","2607:f8b0:4006:818::2004","TCP","94","","44508  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=2768918149 TSecr=0 WS=128"
"597","01:50:27.053010819","35.186.224.47","10.0.0.214","TCP","66","","443  >  40488 [ACK] Seq=1 Ack=36 Win=266 Len=0 TSval=2713348493 TSecr=4016673366"
"598","01:50:27.069695405","2607:f8b0:4006:818::2004","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","94","","443  >  44508 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM=1 TSval=3600256077 TSecr=2768918149 WS=256"
"599","01:50:27.069727162","2601:143:c701:ae60:6758:2126:81b1:b731","2607:f8b0:4006:818::2004","TCP","86","","44508  >  443 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2768918168 TSecr=3600256077"
"600","01:50:27.071756323","2601:143:c701:ae60:6758:2126:81b1:b731","2607:f8b0:4006:818::2004","TLSv1.3","603","","Client Hello"
"601","01:50:27.072574172","35.186.224.47","10.0.0.214","TLSv1.2","97","","Application Data"
"602","01:50:27.072605808","10.0.0.214","35.186.224.47","TCP","66","","40488  >  443 [ACK] Seq=36 Ack=32 Win=501 Len=0 TSval=4016673415 TSecr=2713348513"
